0,0.0
1,0.0
2,0.021
3,0.027
4,0.033
5,0.04
6,0.047
7,0.054
8,0.061
9,0.068
10,0.077
11,0.085
12,0.091
13,0.1
14,0.114
15,0.125
16,0.137
17,0.15
18,0.163
19,0.176
20,0.19
21,0.205
22,0.221
23,0.236
24,0.252
25,0.27
30,0.36
35,0.456
40,0.56
45,0.673
50,0.791
55,0.91
60,1.037
65,1.16
70,1.264
75,1.35
80,1.445
85,1.54
90,1.63
95,1.717
100,1.794
105,1.85
110,1.897
115,1.94
120,1.976
125,2.013
130,2.052
135,2.092
140,2.127
145,2.162
150,2.2
155,2.235
160,2.276
165,2.315
170,2.35
175,2.38
180,2.41
185,2.44
190,2.472
195,2.5
200,2.525
225,2.658
250,2.781
275,2.903
300,3.026
325,3.144
350,3.235
375,3.325
400,3.435
425,3.53
450,3.63
475,3.72
500,3.805
525,3.895
550,3.995
575,4.08
600,4.175
625,4.25
650,4.337
675,4.43
700,4.52
725,4.6
750,4.7
775,4.79
800,4.88
825,4.965
850,5.06
875,5.13
900,5.22
925,5.31
950,5.395
975,5.48
1000,5.56
1025,5.65
1050,5.74
1075,5.82
1100,5.9
1125,5.987
1150,6.062
1175,6.15
