0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.004
23,0.011
24,0.019
25,0.027
26,0.0352
27,0.0435
28,0.0519
29,0.0597
30,0.068
31,0.077
32,0.085
33,0.0936
34,0.103
35,0.112
36,0.122
37,0.132
38,0.142
39,0.151
40,0.162
41,0.172
42,0.185
43,0.196
44,0.208
45,0.2195
46,0.232
47,0.2436
48,0.2569
49,0.269
50,0.2822
51,0.296
52,0.3096
53,0.323
54,0.3355
55,0.3496
56,0.365
57,0.3715
58,0.3785
59,0.3848
60,0.392
61,0.3986
62,0.4054
63,0.4123
64,0.4189
65,0.425
66,0.43
67,0.438
68,0.444
69,0.45
70,0.4565
71,0.4628
72,0.4688
73,0.475
74,0.4817
75,0.488
76,0.494
77,0.5
