0,0.0
1,0.0
2,0.019
3,0.027
4,0.033
5,0.04
6,0.047
7,0.054
8,0.061
9,0.068
10,0.075
11,0.083
12,0.091
13,0.1
14,0.112
15,0.123
16,0.136
17,0.148
18,0.163
19,0.175
20,0.191
21,0.205
22,0.22
23,0.235
24,0.25
25,0.269
30,0.36
35,0.456
40,0.561
45,0.673
50,0.792
55,0.885
60,0.975
65,1.064
70,1.145
75,1.217
80,1.27
85,1.31
90,1.35
95,1.388
100,1.423
105,1.46
110,1.492
115,1.525
120,1.558
125,1.59
130,1.622
135,1.656
140,1.69
145,1.725
150,1.757
155,1.79
160,1.819
165,1.85
170,1.88
175,1.91
180,1.94
185,1.97
190,1.998
195,2.024
200,2.05
225,2.17
250,2.285
275,2.4
300,2.514
325,2.616
350,2.705
375,2.795
400,2.89
425,2.985
450,3.08
475,3.163
500,3.248
525,3.335
550,3.425
575,3.515
600,3.592
625,3.67
650,3.755
675,3.844
700,3.93
725,4.01
750,4.09
775,4.17
800,4.26
825,4.35
850,4.43
875,4.51
900,4.596
925,4.683
950,4.772
975,4.857
1000,4.93
1025,5.01
1050,5.11
1075,5.2
1100,5.28
1125,5.368
1150,5.455
1175,5.55
1200,5.636
1225,5.73
1250,5.812
1275,5.9
1300,5.99
1325,6.08
1350,6.172
